PARAGUAY,24,45.28,71.7
PERU,1,1.89,73.58
URUGUAY,1,1.89,75.47
AUSTRIA,1,1.89,77.36
ESPA�A,9,16.98,94.34
ITALIA,3,5.66,100
Total,53,100,100
,,,
NSA :,740,,
,,,
AREA # 020091613,2064,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,12,16,16
CHILE,1,1.33,17.33
ESTADOS UNIDOS,1,1.33,18.67
PARAGUAY,24,32,50.67
PERU,19,25.33,76
URUGUAY,6,8,84
ESPA�A,5,6.67,90.67
ITALIA,7,9.33,100
Total,75,100,100
,,,
NSA :,709,,
,,,
AREA # 020100101,2065,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BRASIL,1,1.56,1.56
COLOMBIA,1,1.56,3.13
CHILE,2,3.13,6.25
ESTADOS UNIDOS,1,1.56,7.81
MEXICO,1,1.56,9.38
PARAGUAY,1,1.56,10.94
PERU,12,18.75,29.69
URUGUAY,9,14.06,43.75
TAIWAN,2,3.13,46.88
ESPA�A,14,21.88,68.75
ITALIA,17,26.56,95.31
PORTUGAL,1,1.56,96.88
ALEMANIA,1,1.56,98.44
CROACIA,1,1.56,100
Total,64,100,100
,,,
NSA :,577,,
,,,
AREA # 020100102,2066,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,4.08,4.08
CHILE,1,2.04,6.12
PARAGUAY,5,10.2,16.33
PERU,3,6.12,22.45
URUGUAY,6,12.24,34.69
ESPA�A,10,20.41,55.1
ITALIA,19,38.78,93.88
POLONIA,1,2.04,95.92
PORTUGAL,1,2.04,97.96
UCRANIA,1,2.04,100
Total,49,100,100
,,,
NSA :,834,,
,,,
AREA # 020100103,2067,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CABO VERDE,1,1.15,1.15
CHILE,2,2.3,3.45
ESTADOS UNIDOS,1,1.15,4.6
PARAGUAY,32,36.78,41.38
PERU,6,6.9,48.28
URUGUAY,12,13.79,62.07
VENEZUELA,1,1.15,63.22
CHINA,2,2.3,65.52
ESPA�A,6,6.9,72.41
ITALIA,21,24.14,96.55
POLONIA,2,2.3,98.85
UCRANIA,1,1.15,100
Total,87,100,100
,,,
NSA :,840,,
,,,
AREA # 020100104,2068,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,10,11.24,11.24
BRASIL,2,2.25,13.48
COLOMBIA,1,1.12,14.61
CHILE,1,1.12,15.73
ESTADOS UNIDOS,1,1.12,16.85
MEXICO,1,1.12,17.98
PARAGUAY,11,12.36,30.34
PERU,5,5.62,35.96
PUERTO RICO,1,1.12,37.08
URUGUAY,11,12.36,49.44
VENEZUELA,1,1.12,50.56
COREA DEMOCRATICA,3,3.37,53.93
CHINA,1,1.12,55.06
JAPON,3,3.37,58.43
ARMENIA,1,1.12,59.55
ESPA�A,6,6.74,66.29
GRECIA,1,1.12,67.42
ITALIA,26,29.21,96.63
ALEMANIA,1,1.12,97.75
MONTENEGRO,2,2.25,100
Total,89,100,100
,,,
NSA :,748,,
,,,
AREA # 020100105,2069,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,4.65,4.65
PARAGUAY,4,9.3,13.95
URUGUAY,7,16.28,30.23
ISRAEL,1,2.33,32.56
ESPA�A,10,23.26,55.81
ITALIA,16,37.21,93.02
POLONIA,2,4.65,97.67
PORTUGAL,1,2.33,100
Total,43,100,100
,,,
NSA :,652,,
,,,
AREA # 020100106,2070,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,7.14,7.14
BRASIL,1,1.79,8.93
CHILE,1,1.79,10.71
PARAGUAY,4,7.14,17.86
PERU,6,10.71,28.57
URUGUAY,8,14.29,42.86
ESPA�A,15,26.79,69.64
ITALIA,15,26.79,96.43
PORTUGAL,1,1.79,98.21
RUSIA,1,1.79,100
Total,56,100,100
,,,
NSA :,755,,
,,,
AREA # 020100107,2071,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CUBA,1,1.69,1.69
PARAGUAY,3,5.08,6.78
PERU,25,42.37,49.15
URUGUAY,4,6.78,55.93
CHINA,5,8.47,64.41
ESPA�A,7,11.86,76.27
ITALIA,13,22.03,98.31
POLONIA,1,1.69,100
Total,59,100,100
,,,
NSA :,695,,
,,,
AREA # 020100108,2072,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,7,8.64,8.64
BRASIL,4,4.94,13.58
CHILE,1,1.23,14.81
ECUADOR,1,1.23,16.05
ESTADOS UNIDOS,1,1.23,17.28
MEXICO,1,1.23,18.52
PARAGUAY,6,7.41,25.93
PERU,5,6.17,32.1
URUGUAY,9,11.11,43.21
COREA DEMOCRATICA,3,3.7,46.91
COREA REPUBLICANA,4,4.94,51.85
JAPON,1,1.23,53.09
ESPA�A,12,14.81,67.9
FRANCIA,1,1.23,69.14
ITALIA,21,25.93,95.06
POLONIA,1,1.23,96.3
RUMANIA,1,1.23,97.53
MOLDOVA,1,1.23,98.77
RUSIA,1,1.23,100
Total,81,100,100
,,,
NSA :,895,,
,,,
AREA # 020100201,2073,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,11,13.41,13.41
BRASIL,2,2.44,15.85
CUBA,3,3.66,19.51
ESTADOS UNIDOS,1,1.22,20.73
MEXICO,1,1.22,21.95
PARAGUAY,7,8.54,30.49
PERU,5,6.1,36.59
URUGUAY,5,6.1,42.68
ESPA�A,15,18.29,60.98
ITALIA,31,37.8,98.78
POLONIA,1,1.22,100
Total,82,100,100
,,,
NSA :,848,,
,,,
AREA # 020100202,2074,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
MARRUECOS,1,2.5,2.5
MEXICO,1,2.5,5
PARAGUAY,11,27.5,32.5
PERU,4,10,42.5
URUGUAY,5,12.5,55
ESPA�A,1,2.5,57.5
ITALIA,16,40,97.5
TURQUIA,1,2.5,100
Total,40,100,100
,,,
NSA :,560,,
,,,
AREA # 020100203,2075,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,14.63,14.63
BRASIL,1,2.44,17.07
PARAGUAY,4,9.76,26.83
URUGUAY,6,14.63,41.46
ESPA�A,9,21.95,63.41
ITALIA,11,26.83,90.24
RUSIA,4,9.76,100
Total,41,100,100
,,,
NSA :,661,,
,,,
AREA # 020100204,2076,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,6.45,6.45
CHILE,2,6.45,12.9
PARAGUAY,2,6.45,19.35
URUGUAY,2,6.45,25.81
ESPA�A,7,22.58,48.39
ITALIA,15,48.39,96.77
CROACIA,1,3.23,100
Total,31,100,100
,,,
NSA :,844,,
,,,
AREA # 020100205,2077,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,8,11.76,11.76
COLOMBIA,1,1.47,13.24
PARAGUAY,10,14.71,27.94
URUGUAY,8,11.76,39.71
CHINA,4,5.88,45.59
LIBANO,1,1.47,47.06
ESPA�A,15,22.06,69.12
ITALIA,17,25,94.12
PORTUGAL,2,2.94,97.06
REINO UNIDO,1,1.47,98.53
ALEMANIA,1,1.47,100
Total,68,100,100
,,,
NSA :,771,,
,,,
AREA # 020100206,2078,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CHILE,2,4.08,4.08
ESTADOS UNIDOS,1,2.04,6.12
MEXICO,1,2.04,8.16
PARAGUAY,6,12.24,20.41
PERU,6,12.24,32.65
URUGUAY,5,10.2,42.86
CHINA,2,4.08,46.94
ESPA�A,4,8.16,55.1
ITALIA,21,42.86,97.96
CROACIA,1,2.04,100
Total,49,100,100
,,,
NSA :,1059,,
,,,
AREA # 020100207,2079,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,8,13.33,13.33
ECUADOR,2,3.33,16.67
ESTADOS UNIDOS,1,1.67,18.33
PARAGUAY,8,13.33,31.67
PERU,3,5,36.67
URUGUAY,3,5,41.67
JAPON,1,1.67,43.33
DINAMARCA,1,1.67,45
ESPA�A,19,31.67,76.67
GRECIA,1,1.67,78.33
ITALIA,12,20,98.33
POLONIA,1,1.67,100
Total,60,100,100
,,,
NSA :,913,,
,,,
AREA # 020100208,2080,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,8.89,8.89
CUBA,1,2.22,11.11
CHILE,2,4.44,15.56
MEXICO,1,2.22,17.78
PARAGUAY,3,6.67,24.44
PERU,2,4.44,28.89
URUGUAY,5,11.11,40
LIBANO,1,2.22,42.22
ESPA�A,3,6.67,48.89
ITALIA,22,48.89,97.78
PORTUGAL,1,2.22,100
Total,45,100,100
,,,
NSA :,823,,
,,,
AREA # 020100301,2081,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,7,18.92,18.92
BRASIL,1,2.7,21.62
COLOMBIA,5,13.51,35.14
CHILE,1,2.7,37.84
ESTADOS UNIDOS,1,2.7,40.54
PARAGUAY,3,8.11,48.65
CHINA,3,8.11,56.76
ESPA�A,6,16.22,72.97
ITALIA,9,24.32,97.3
POLONIA,1,2.7,100
Total,37,100,100
,,,
NSA :,575,,
,,,
AREA # 020100302,2082,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,22,29.73,29.73
REPUBLICA DOMINICANA,3,4.05,33.78
ESTADOS UNIDOS,2,2.7,36.49
MEXICO,1,1.35,37.84
PARAGUAY,9,12.16,50
PERU,1,1.35,51.35
URUGUAY,2,2.7,54.05
VENEZUELA,1,1.35,55.41
ESPA�A,22,29.73,85.14
ITALIA,8,10.81,95.95
POLONIA,1,1.35,97.3
PORTUGAL,2,2.7,100
Total,74,100,100
,,,
NSA :,762,,
,,,
AREA # 020100303,2083,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,10,16.95,16.95
BRASIL,1,1.69,18.64
CUBA,1,1.69,20.34
CHILE,1,1.69,22.03
ESTADOS UNIDOS,1,1.69,23.73
MEXICO,1,1.69,25.42
PARAGUAY,1,1.69,27.12
PERU,5,8.47,35.59
URUGUAY,5,8.47,44.07
ESPA�A,15,25.42,69.49
GRECIA,1,1.69,71.19
ITALIA,14,23.73,94.92
SUIZA,1,1.69,96.61
TURQUIA,1,1.69,98.31
CROACIA,1,1.69,100
Total,59,100,100
,,,
NSA :,744,,
,,,
AREA # 020100304,2084,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,11.76,11.76
BRASIL,1,1.96,13.73
ECUADOR,1,1.96,15.69
ESTADOS UNIDOS,4,7.84,23.53
PARAGUAY,6,11.76,35.29
PERU,2,3.92,39.22
URUGUAY,6,11.76,50.98
ESPA�A,12,23.53,74.51
ITALIA,12,23.53,98.04
TURQUIA,1,1.96,100
Total,51,100,100
,,,
NSA :,537,,
,,,
AREA # 020100305,2085,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,9,18,18
BRASIL,1,2,20
PARAGUAY,1,2,22
PERU,2,4,26
URUGUAY,2,4,30
VENEZUELA,1,2,32
ESPA�A,18,36,68
ITALIA,15,30,98
ESLOVENIA,1,2,100
Total,50,100,100
,,,
NSA :,756,,
,,,
AREA # 020100306,2086,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,10.17,10.17
CUBA,1,1.69,11.86
CHILE,3,5.08,16.95
PARAGUAY,5,8.47,25.42
PERU,10,16.95,42.37
URUGUAY,8,13.56,55.93
ESPA�A,6,10.17,66.1
FRANCIA,2,3.39,69.49
ITALIA,16,27.12,96.61
ALEMANIA,1,1.69,98.31
CROACIA,1,1.69,100
Total,59,100,100
,,,
NSA :,658,,
,,,
AREA # 020100307,2087,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,5.08,5.08
BRASIL,2,3.39,8.47
COLOMBIA,1,1.69,10.17
CHILE,4,6.78,16.95
ECUADOR,1,1.69,18.64
PARAGUAY,9,15.25,33.9
URUGUAY,6,10.17,44.07
CHINA,2,3.39,47.46
TAIWAN,4,6.78,54.24
ESPA�A,12,20.34,74.58
ITALIA,15,25.42,100
Total,59,100,100
,,,
NSA :,851,,
,,,
AREA # 020100308,2088,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,1.39,1.39
BRASIL,3,4.17,5.56
CHILE,2,2.78,8.33
ESTADOS UNIDOS,1,1.39,9.72
PARAGUAY,22,30.56,40.28
PERU,14,19.44,59.72
URUGUAY,11,15.28,75
LIBANO,1,1.39,76.39
ESPA�A,10,13.89,90.28
FRANCIA,1,1.39,91.67
ITALIA,4,5.56,97.22
POLONIA,2,2.78,100
Total,72,100,100
,,,
NSA :,934,,
,,,
AREA # 020100401,2089,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,7.69,7.69
BRASIL,1,2.56,10.26
CHILE,3,7.69,17.95
ECUADOR,1,2.56,20.51
PARAGUAY,7,17.95,38.46
PERU,4,10.26,48.72
URUGUAY,5,12.82,61.54
ESPA�A,4,10.26,71.79
ITALIA,9,23.08,94.87
PORTUGAL,1,2.56,97.44
CHIPRE,1,2.56,100
Total,39,100,100
,,,
NSA :,997,,
,,,
AREA # 020100402,2090,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,10.17,10.17
BRASIL,4,6.78,16.95
CANADA,1,1.69,18.64
COLOMBIA,3,5.08,23.73
CUBA,3,5.08,28.81
CHILE,1,1.69,30.51
ECUADOR,1,1.69,32.2
ESTADOS UNIDOS,1,1.69,33.9
PARAGUAY,3,5.08,38.98
PERU,2,3.39,42.37
URUGUAY,2,3.39,45.76
VENEZUELA,1,1.69,47.46
CHINA,2,3.39,50.85
ESPA�A,15,25.42,76.27
ITALIA,14,23.73,100
Total,59,100,100
,,,
NSA :,1046,,
,,,
AREA # 020100403,2091,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,7,10.45,10.45
BRASIL,3,4.48,14.93
CHILE,1,1.49,16.42
ESTADOS UNIDOS,2,2.99,19.4
PARAGUAY,4,5.97,25.37
PERU,1,1.49,26.87
URUGUAY,14,20.9,47.76
ISRAEL,1,1.49,49.25
ESPA�A,16,23.88,73.13
ITALIA,15,22.39,95.52
RUSIA,1,1.49,97.01
UCRANIA,1,1.49,98.51
ESLOVENIA,1,1.49,100
Total,67,100,100
,,,
NSA :,812,,
,,,
AREA # 020100404,2092,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,8.16,8.16
COLOMBIA,1,2.04,10.2
CHILE,1,2.04,12.24
ECUADOR,3,6.12,18.37
ESTADOS UNIDOS,1,2.04,20.41
PARAGUAY,3,6.12,26.53
PERU,11,22.45,48.98
URUGUAY,8,16.33,65.31
ESPA�A,5,10.2,75.51
ITALIA,11,22.45,97.96
SUECIA,1,2.04,100
Total,49,100,100
,,,
NSA :,765,,
,,,
AREA # 020100405,2093,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,10.81,10.81
ESTADOS UNIDOS,1,2.7,13.51
PARAGUAY,5,13.51,27.03
PERU,2,5.41,32.43
URUGUAY,5,13.51,45.95
JAPON,1,2.7,48.65
ESPA�A,8,21.62,70.27
ITALIA,11,29.73,100
Total,37,100,100
,,,
NSA :,752,,
,,,
AREA # 020100406,2094,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,10,10
COLOMBIA,1,3.33,13.33
ECUADOR,1,3.33,16.67
PARAGUAY,1,3.33,20
URUGUAY,2,6.67,26.67
ESPA�A,9,30,56.67
ITALIA,12,40,96.67
PORTUGAL,1,3.33,100
Total,30,100,100
,,,
NSA :,625,,
,,,
AREA # 020100407,2095,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BRASIL,1,3.23,3.23
COLOMBIA,1,3.23,6.45
CHILE,4,12.9,19.35
MEXICO,1,3.23,22.58
URUGUAY,2,6.45,29.03
ARMENIA,1,3.23,32.26
ESPA�A,11,35.48,67.74
FRANCIA,1,3.23,70.97
ITALIA,5,16.13,87.1
SUIZA,1,3.23,90.32
ALEMANIA,2,6.45,96.77
RUSIA,1,3.23,100
Total,31,100,100
,,,
NSA :,744,,
,,,
AREA # 020100408,2096,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,2.33,2.33
PARAGUAY,3,6.98,9.3
PERU,9,20.93,30.23
URUGUAY,11,25.58,55.81
ESPA�A,10,23.26,79.07
ITALIA,9,20.93,100
Total,43,100,100
,,,
NSA :,674,,
,,,
AREA # 020100409,2097,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,12.24,12.24
BRASIL,3,6.12,18.37
NICARAGUA,1,2.04,20.41
PARAGUAY,6,12.24,32.65
PERU,1,2.04,34.69
URUGUAY,8,16.33,51.02
LIBANO,1,2.04,53.06
ESPA�A,11,22.45,75.51
ITALIA,9,18.37,93.88
POLONIA,2,4.08,97.96
PORTUGAL,1,2.04,100
Total,49,100,100
,,,
NSA :,725,,
,,,
AREA # 020100501,2098,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,13,26.53,26.53
COLOMBIA,1,2.04,28.57
CHILE,1,2.04,30.61
ECUADOR,1,2.04,32.65
PARAGUAY,2,4.08,36.73
PERU,8,16.33,53.06
URUGUAY,5,10.2,63.27
ESPA�A,8,16.33,79.59
HUNGRIA,1,2.04,81.63
ITALIA,8,16.33,97.96
POLONIA,1,2.04,100
Total,49,100,100
,,,
NSA :,651,,
,,,
AREA # 020100502,2099,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CHILE,1,2.56,2.56
PARAGUAY,8,20.51,23.08
PERU,5,12.82,35.9
URUGUAY,1,2.56,38.46
ARMENIA,2,5.13,43.59
ESPA�A,7,17.95,61.54
ITALIA,11,28.21,89.74
PORTUGAL,3,7.69,97.44
ALEMANIA,1,2.56,100
Total,39,100,100
,,,
NSA :,684,,
,,,
AREA # 020100503,2100,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,41,50.62,50.62
CUBA,1,1.23,51.85
CHILE,6,7.41,59.26
PARAGUAY,4,4.94,64.2
PERU,2,2.47,66.67
URUGUAY,6,7.41,74.07
CHINA,2,2.47,76.54
LIBANO,1,1.23,77.78
ESPA�A,8,9.88,87.65
ITALIA,8,9.88,97.53
POLONIA,1,1.23,98.77
PORTUGAL,1,1.23,100
Total,81,100,100
,,,
NSA :,855,,
,,,
AREA # 020100504,2101,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,5.66,5.66
BRASIL,1,1.89,7.55
MEXICO,1,1.89,9.43
PARAGUAY,8,15.09,24.53
PERU,3,5.66,30.19
URUGUAY,4,7.55,37.74
SIRIA,1,1.89,39.62
AUSTRIA,1,1.89,41.51
ESPA�A,9,16.98,58.49
ITALIA,20,37.74,96.23
POLONIA,1,1.89,98.11
ALEMANIA,1,1.89,100
Total,53,100,100
,,,
NSA :,868,,
,,,
AREA # 020100505,2102,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,1.45,1.45
CHILE,4,5.8,7.25
PARAGUAY,7,10.14,17.39
PERU,15,21.74,39.13
URUGUAY,5,7.25,46.38
VENEZUELA,1,1.45,47.83
CHINA,2,2.9,50.72
TAIWAN,3,4.35,55.07
ESPA�A,14,20.29,75.36
ITALIA,16,23.19,98.55
PORTUGAL,1,1.45,100
Total,69,100,100
,,,
NSA :,757,,
,,,
AREA # 020100506,2103,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,5.33,5.33
COLOMBIA,1,1.33,6.67
CHILE,1,1.33,8
REPUBLICA DOMINICANA,1,1.33,9.33
PARAGUAY,9,12,21.33
PERU,15,20,41.33
URUGUAY,11,14.67,56
VENEZUELA,2,2.67,58.67
ESPA�A,12,16,74.67
GRECIA,2,2.67,77.33
ITALIA,12,16,93.33
POLONIA,2,2.67,96
PORTUGAL,1,1.33,97.33
ALEMANIA,1,1.33,98.67
AUSTRALIA,1,1.33,100
Total,75,100,100
,,,
NSA :,778,,
,,,
AREA # 020100507,2104,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,9,13.43,13.43
BRASIL,1,1.49,14.93
CHILE,2,2.99,17.91
PARAGUAY,5,7.46,25.37
PERU,2,2.99,28.36
URUGUAY,9,13.43,41.79
CHINA,2,2.99,44.78
ESPA�A,9,13.43,58.21
ITALIA,21,31.34,89.55
POLONIA,4,5.97,95.52
PORTUGAL,1,1.49,97.01
UCRANIA,1,1.49,98.51
CROACIA,1,1.49,100
Total,67,100,100
,,,
NSA :,788,,
,,,
AREA # 020100508,2105,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,8.45,8.45
BRASIL,2,2.82,11.27
COLOMBIA,1,1.41,12.68
CHILE,3,4.23,16.9
ESTADOS UNIDOS,3,4.23,21.13
PARAGUAY,4,5.63,26.76
PERU,1,1.41,28.17
URUGUAY,6,8.45,36.62
COREA DEMOCRATICA,5,7.04,43.66
COREA REPUBLICANA,3,4.23,47.89
TAIWAN,5,7.04,54.93
JAPON,1,1.41,56.34
AUSTRIA,1,1.41,57.75
BELGICA,1,1.41,59.15
ESPA�A,11,15.49,74.65
GRECIA,1,1.41,76.06
ITALIA,15,21.13,97.18
POLONIA,1,1.41,98.59
ESLOVAQUIA,1,1.41,100
Total,71,100,100
,,,
NSA :,891,,
,,,
AREA # 020100509,2106,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,2.99,2.99
BRASIL,2,2.99,5.97
CUBA,1,1.49,7.46
CHILE,2,2.99,10.45
PARAGUAY,6,8.96,19.4
PERU,17,25.37,44.78
URUGUAY,9,13.43,58.21
CHINA,2,2.99,61.19
TAIWAN,3,4.48,65.67
ESPA�A,7,10.45,76.12
FRANCIA,1,1.49,77.61
ITALIA,14,20.9,98.51
ALEMANIA,1,1.49,100
Total,67,100,100
,,,
NSA :,626,,
,,,
AREA # 020100510,2107,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,23,27.06,27.06
BRASIL,1,1.18,28.24
CHILE,2,2.35,30.59
ESTADOS UNIDOS,1,1.18,31.76
PARAGUAY,4,4.71,36.47
PERU,11,12.94,49.41
URUGUAY,12,14.12,63.53
TAIWAN,2,2.35,65.88
AUSTRIA,2,2.35,68.24
ESPA�A,11,12.94,81.18
GRECIA,1,1.18,82.35
ITALIA,13,15.29,97.65
NORUEGA,1,1.18,98.82
PORTUGAL,1,1.18,100
Total,85,100,100
,,,
NSA :,720,,
,,,
AREA # 020100511,2108,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,5,5
ECUADOR,1,2.5,7.5
PARAGUAY,2,5,12.5
PERU,5,12.5,25
URUGUAY,5,12.5,37.5
ESPA�A,6,15,52.5
ITALIA,17,42.5,95
POLONIA,1,2.5,97.5
PORTUGAL,1,2.5,100
Total,40,100,100
,,,
NSA :,663,,
,,,
AREA # 020100512,2109,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,8.57,8.57
COLOMBIA,1,1.43,10
CHILE,2,2.86,12.86
PARAGUAY,4,5.71,18.57
PERU,13,18.57,37.14
URUGUAY,7,10,47.14
JAPON,2,2.86,50
ESPA�A,13,18.57,68.57
ITALIA,18,25.71,94.29
PORTUGAL,1,1.43,95.71
TURQUIA,1,1.43,97.14
UCRANIA,2,2.86,100
Total,70,100,100
,,,
NSA :,697,,
,,,
AREA # 020100513,2110,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,10,19.23,19.23
CHILE,1,1.92,21.15
ESTADOS UNIDOS,1,1.92,23.08
PARAGUAY,3,5.77,28.85
PERU,5,9.62,38.46
URUGUAY,6,11.54,50
ESPA�A,8,15.38,65.38
ITALIA,15,28.85,94.23
POLONIA,2,3.85,98.08
CROACIA,1,1.92,100
Total,52,100,100
,,,
NSA :,768,,
,,,
AREA # 020100514,2111,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,7,15.56,15.56
COLOMBIA,1,2.22,17.78
PARAGUAY,14,31.11,48.89
PERU,1,2.22,51.11
URUGUAY,6,13.33,64.44
ESPA�A,10,22.22,86.67
ITALIA,5,11.11,97.78
ALEMANIA,1,2.22,100
Total,45,100,100
,,,
NSA :,692,,
,,,
AREA # 020100601,2112,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,6,11.32,11.32
COSTA RICA,2,3.77,15.09
CHILE,1,1.89,16.98
ESTADOS UNIDOS,1,1.89,18.87
PARAGUAY,1,1.89,20.75
PERU,11,20.75,41.51
URUGUAY,9,16.98,58.49
COREA DEMOCRATICA,1,1.89,60.38
JAPON,1,1.89,62.26
ESPA�A,8,15.09,77.36
ITALIA,12,22.64,100
Total,53,100,100
,,,
NSA :,609,,
,,,
AREA # 020100602,2113,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,2.27,2.27
BRASIL,3,6.82,9.09
CHILE,1,2.27,11.36
ESTADOS UNIDOS,2,4.55,15.91
PARAGUAY,2,4.55,20.45
URUGUAY,4,9.09,29.55
COREA DEMOCRATICA,5,11.36,40.91
LIBANO,1,2.27,43.18
ESPA�A,6,13.64,56.82
ITALIA,14,31.82,88.64
POLONIA,1,2.27,90.91
UCRANIA,4,9.09,100
Total,44,100,100
,,,
NSA :,638,,
,,,
AREA # 020100603,2114,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,16,17.2,17.2
BRASIL,2,2.15,19.35
CANADA,1,1.08,20.43
COLOMBIA,6,6.45,26.88
CHILE,3,3.23,30.11
ESTADOS UNIDOS,1,1.08,31.18
PARAGUAY,5,5.38,36.56
PERU,1,1.08,37.63
URUGUAY,15,16.13,53.76
VENEZUELA,1,1.08,54.84
CHINA,4,4.3,59.14
LIBANO,2,2.15,61.29
ESPA�A,11,11.83,73.12
ITALIA,24,25.81,98.92
SUIZA,1,1.08,100
Total,93,100,100
,,,
NSA :,978,,
,,,
AREA # 020100604,2115,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,9,17.65,17.65
BRASIL,1,1.96,19.61
PARAGUAY,2,3.92,23.53
PERU,4,7.84,31.37
URUGUAY,6,11.76,43.14
VENEZUELA,2,3.92,47.06
CHINA,3,5.88,52.94
ESPA�A,14,27.45,80.39
ITALIA,9,17.65,98.04
POLONIA,1,1.96,100
Total,51,100,100
,,,
NSA :,817,,
,,,
AREA # 020100605,2116,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,3.28,3.28
BRASIL,6,9.84,13.11
CHILE,2,3.28,16.39
ESTADOS UNIDOS,5,8.2,24.59
MEXICO,5,8.2,32.79
PARAGUAY,5,8.2,40.98
PERU,3,4.92,45.9
URUGUAY,5,8.2,54.1
COREA DEMOCRATICA,1,1.64,55.74
SIRIA,1,1.64,57.38
ESPA�A,6,9.84,67.21
GRECIA,1,1.64,68.85
ITALIA,16,26.23,95.08
POLONIA,2,3.28,98.36
ESLOVAQUIA,1,1.64,100
Total,61,100,100
,,,
NSA :,815,,
,,,
AREA # 020100606,2117,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,15,29.41,29.41
BRASIL,1,1.96,31.37
CHILE,2,3.92,35.29
ESTADOS UNIDOS,2,3.92,39.22
MEXICO,1,1.96,41.18
PARAGUAY,7,13.73,54.9
PERU,2,3.92,58.82
URUGUAY,3,5.88,64.71
ESPA�A,8,15.69,80.39
ITALIA,9,17.65,98.04
ALEMANIA,1,1.96,100
Total,51,100,100
,,,
NSA :,800,,
,,,
AREA # 020100607,2118,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,5.88,5.88
BRASIL,4,7.84,13.73
